tid[s],Ovn-Temp
470.0,77.82666
471.0,78.05333
472.0,77.71333
473.0,76.90666
474.0,77.71333
475.0,79.31333000000001
476.0,79.19999
477.0,77.71333
478.0,78.62666
479.0,78.28666
480.0,78.39999
481.0,77.47999
482.0,77.47999
483.0,78.97332
484.0,77.36666
485.0,78.28666
486.0,77.82666
487.0,79.31333000000001
488.0,78.62666
489.0,78.28666
490.0,79.42666
491.0,78.16666
492.0,79.19999
493.0,79.08666
494.0,77.47999
495.0,79.31333000000001
496.0,78.05333
497.0,77.93999000000001
498.0,77.71333
499.0,77.47999
500.0,77.93999000000001
501.0,79.65999000000001
502.0,78.28666
503.0,77.93999000000001
504.0,79.77332
505.0,78.28666
506.0,80.23331999999999
507.0,79.54666
508.0,79.08666
509.0,78.28666
510.0,79.08666
511.0,80.45999
512.0,79.42666
513.0,80.69332999999999
514.0,80.11999
515.0,78.51332
516.0,79.88665999999999
517.0,79.65999000000001
518.0,78.85999
519.0,78.73999
520.0,79.88665999999999
521.0,78.73999
522.0,78.85999
523.0,79.19999
524.0,79.65999000000001
525.0,78.28666
526.0,79.88665999999999
527.0,78.62666
528.0,79.65999000000001
529.0,79.42666
530.0,79.42666
531.0,79.99999
532.0,78.28666
533.0,79.65999000000001
534.0,79.54666
535.0,78.85999
536.0,79.08666
537.0,78.51332
538.0,79.99999
539.0,80.80666
540.0,78.85999
541.0,78.62666
542.0,78.51332
543.0,79.42666
544.0,80.69332999999999
545.0,80.45999
546.0,79.08666
547.0,80.34666
548.0,80.23331999999999
549.0,80.23331999999999
550.0,80.34666
551.0,79.65999000000001
552.0,79.99999
553.0,78.62666
554.0,80.45999
555.0,79.88665999999999
556.0,80.80666
557.0,79.99999
558.0,79.65999000000001
559.0,81.60665999999999
560.0,81.25999
561.0,80.11999
562.0,80.91999
563.0,80.80666
564.0,79.65999000000001
565.0,80.80666
566.0,80.69332999999999
567.0,81.25999
568.0,80.80666
569.0,81.25999
570.0,80.11999
571.0,79.88665999999999
572.0,79.99999
573.0,81.83333
574.0,80.69332999999999
575.0,81.83333
576.0,81.25999
577.0,80.11999
578.0,81.37999
579.0,82.17999
580.0,81.83333
581.0,82.17999
582.0,81.60665999999999
583.0,82.52665999999999
584.0,82.86666
585.0,82.63999
586.0,82.40666
587.0,83.43999
588.0,81.95331999999999
589.0,82.52665999999999
590.0,82.40666
591.0,81.83333
592.0,82.17999
593.0,82.40666
594.0,81.37999
595.0,81.60665999999999
596.0,80.45999
597.0,81.25999
598.0,81.03333
599.0,81.60665999999999
600.0,81.60665999999999
601.0,82.86666
602.0,80.80666
603.0,82.06666
604.0,81.03333
605.0,80.57333
606.0,81.03333
607.0,81.14666
608.0,81.25999
609.0,79.99999
610.0,80.80666
611.0,80.57333
612.0,80.45999
613.0,79.99999
614.0,79.88665999999999
615.0,81.25999
616.0,80.69332999999999
617.0,80.11999
618.0,80.23331999999999
619.0,80.23331999999999
620.0,79.54666
621.0,80.45999
622.0,80.45999
623.0,80.45999
624.0,78.39999
625.0,79.31333000000001
626.0,78.85999
627.0,78.85999
628.0,78.73999
629.0,80.57333
630.0,79.99999
631.0,78.85999
632.0,79.42666
633.0,79.42666
634.0,78.28666
635.0,78.62666
636.0,78.28666
637.0,79.99999
638.0,78.39999
639.0,79.19999
640.0,79.08666
641.0,78.51332
642.0,78.62666
643.0,78.28666
644.0,78.51332
645.0,77.25332
646.0,79.42666
647.0,78.85999
648.0,77.93999000000001
649.0,78.51332
650.0,77.93999000000001
651.0,78.51332
652.0,77.93999000000001
653.0,78.28666
654.0,77.93999000000001
655.0,78.62666
656.0,76.90666
657.0,77.82666
658.0,78.39999
659.0,77.47999
660.0,77.47999
661.0,78.05333
662.0,76.90666
663.0,77.02666
664.0,77.02666
665.0,77.13999
666.0,77.71333
667.0,76.90666
668.0,76.56666
669.0,76.90666
670.0,77.13999
671.0,76.79332
672.0,76.56666
673.0,75.30666000000001
674.0,75.30666000000001
675.0,76.21999
676.0,75.75999
677.0,76.33333
678.0,75.75999
679.0,75.75999
680.0,75.53332
681.0,76.33333
682.0,75.64666
683.0,76.45333
684.0,75.07333
685.0,75.87998999999999
686.0,75.87998999999999
687.0,75.41999
688.0,74.61999
689.0,75.75999
690.0,75.75999
691.0,75.19333
692.0,75.99332
693.0,74.73333
694.0,75.64666
695.0,75.99332
696.0,74.27332
697.0,75.75999
698.0,74.73333
699.0,75.07333
700.0,75.19333
701.0,73.01332000000001
702.0,73.81333
703.0,75.07333
704.0,73.58666000000001
705.0,73.47333
706.0,74.15999
707.0,74.27332
708.0,73.47333
709.0,73.47333
710.0,74.84666
711.0,73.47333
712.0,73.47333
713.0,74.38666
714.0,74.04666
715.0,74.04666
716.0,74.27332
717.0,74.04666
718.0,73.81333
719.0,72.66666000000001
720.0,73.01332000000001
721.0,73.58666000000001
722.0,73.01332000000001
723.0,72.09333
724.0,72.89999
725.0,72.89999
726.0,72.78666
727.0,72.09333
728.0,72.43999
729.0,72.66666000000001
730.0,71.86666
731.0,73.47333
732.0,73.01332000000001
733.0,71.97999
734.0,72.43999
735.0,72.43999
736.0,71.86666
737.0,71.75333
738.0,71.75333
739.0,73.01332000000001
740.0,70.71999
741.0,71.97999
742.0,70.71999
743.0,72.43999
744.0,72.09333
745.0,71.52665999999999
746.0,72.43999
747.0,71.29332000000001
748.0,71.06666
749.0,70.83333
750.0,71.52665999999999
751.0,71.86666
752.0,71.17999
753.0,71.17999
754.0,71.86666
755.0,70.25999
756.0,71.75333
757.0,70.37999
758.0,69.91999
759.0,70.49333
760.0,71.52665999999999
761.0,71.17999
762.0,71.17999
763.0,71.52665999999999
764.0,71.40666
765.0,70.25999
766.0,70.25999
767.0,71.17999
768.0,69.12
769.0,69.45999
770.0,70.83333
771.0,70.25999
772.0,69.57332000000001
773.0,69.91999
774.0,70.37999
775.0,69.34666
776.0,69.45999
777.0,68.99999
778.0,68.42666
779.0,69.12
