tid[s],Ovn-Temp,Komperator
303.99999999972323,51.487989999999996,4.927333
304.0009999997232,47.482659999999996,4.872
304.0019999997232,50.271989999999995,4.828
304.00299999972316,52.29599,4.938667
304.00399999972313,51.487989999999996,4.905334
304.0049999997231,48.517329999999994,4.927333
304.0059999997231,51.44266,4.894667
304.00699999972306,53.376,4.960667
304.00799999972304,49.056,4.828
304.008999999723,50.18133,4.762
304.009999999723,49.506660000000004,4.861333
304.01099999972297,51.575990000000004,4.927333
304.01199999972295,53.872,4.938667
304.0129999997229,49.28266,4.972
304.0139999997229,53.197329999999994,5.049333
304.0149999997229,51.802659999999996,4.839333
304.01599999972285,51.30666,4.894667
304.0169999997228,50.991989999999994,4.762
304.0179999997228,50.94666,4.828
304.0189999997228,49.23733,4.905334
304.01999999972276,52.79199,4.872
304.02099999972273,54.41333,4.894667
304.0219999997227,51.037330000000004,4.816667
304.0229999997227,49.327999999999996,4.816667
304.02399999972266,51.71198999999999,4.938667
304.02499999972264,52.83733,4.972
304.0259999997226,51.802659999999996,4.982666
304.0269999997226,52.79199,4.95
304.02799999972257,52.522670000000005,4.916667
304.02899999972254,49.687999999999995,4.85
304.0299999997225,50.271989999999995,4.861333
304.0309999997225,50.362660000000005,4.916667
304.0319999997225,52.655989999999996,4.916667
304.03299999972245,49.013329999999996,4.894667
304.0339999997224,51.53333,4.816667
304.0349999997224,51.30666,4.816667
304.0359999997224,54.008,4.872
304.03699999972235,49.14666,4.839333
304.03799999972233,51.26133,4.839333
304.0389999997223,51.71198999999999,4.85
304.0399999997223,51.21599,4.85
304.04099999972226,51.487989999999996,4.872
304.04199999972224,49.95733,4.872
304.0429999997222,49.86666,4.894667
304.0439999997222,48.608,4.894667
304.04499999972217,48.29333,4.816667
304.04599999972214,50.317330000000005,4.872
304.0469999997221,48.92266,4.883333
304.0479999997221,51.21599,4.861333
304.04899999972207,52.026669999999996,4.816667
304.04999999972205,52.47733,4.916667
304.050999999722,52.20799,4.894667
304.051999999722,50.22666,4.927333
304.052999999722,53.197329999999994,4.894667
304.05399999972195,51.487989999999996,4.872
304.05499999972193,49.95733,4.883333
304.0559999997219,50.58666,4.872
304.0569999997219,49.59733,4.883333
304.05799999972186,50.317330000000005,4.894667
304.05899999972183,47.077329999999996,4.828
304.0599999997218,49.506660000000004,4.839333
304.0609999997218,55.26666,4.872
304.06199999972176,48.608,4.872
304.06299999972174,50.81333,4.938667
304.0639999997217,51.98133,4.894667
304.0649999997217,51.53333,4.927333
304.06599999972167,52.92799,4.894667
304.06699999972165,52.16267,4.816667
304.0679999997216,54.815999999999995,4.839333
304.0689999997216,49.912,4.85
304.0699999997216,49.95733,4.872
304.07099999972155,53.46667,4.927333
304.0719999997215,53.28798999999999,4.883333
304.0729999997215,57.51733,4.982666
304.0739999997215,49.192,4.806
304.07499999972146,53.28798999999999,5.027333
304.07599999972143,50.18133,4.872
304.0769999997214,49.013329999999996,4.762
304.0779999997214,54.773329999999994,4.972
304.07899999972136,50.58666,4.839333
304.07999999972134,53.06132999999999,4.938667
304.0809999997213,47.842659999999995,4.861333
304.0819999997213,51.44266,4.905334
304.08299999972127,46.13333,4.806
304.08399999972124,53.33333,4.872
304.0849999997212,51.66667,4.872
304.0859999997212,49.327999999999996,4.828
304.0869999997212,44.91733,4.750667
304.08799999972115,51.893330000000006,4.927333
304.0889999997211,48.06666,4.806
304.0899999997211,57.51733,4.994
304.0909999997211,55.088,4.938667
304.09199999972105,53.016,4.960667
304.09299999972103,51.75733,4.95
304.093999999721,54.27733,4.816667
304.094999999721,48.336,4.95
304.09599999972096,52.47733,5.005333
304.09699999972094,50.18133,4.982666
304.0979999997209,48.92266,4.861333
304.0989999997209,50.09333,4.85
304.09999999972086,53.06132999999999,4.95
304.10099999972084,52.43198999999999,4.95
304.1019999997208,50.76799,4.905334
304.1029999997208,47.392,4.784
304.10399999972077,55.94133,4.872
304.10499999972075,47.34666,4.85
304.1059999997207,50.49599,4.816667
304.1069999997207,54.727999999999994,5.005333
304.1079999997207,50.94666,4.894667
304.10899999972065,50.13598999999999,4.916667
304.1099999997206,54.63732999999999,5.005333
304.1109999997206,53.016,4.927333
304.1119999997206,53.376,4.872
304.11299999972056,54.27733,4.872
304.11399999972053,55.088,4.95
304.1149999997205,49.82133,4.806
304.1159999997205,48.65333,4.839333
304.11699999972046,48.608,4.839333
304.11799999972044,46.808,4.794667
304.1189999997204,50.18133,4.960667
304.1199999997204,56.12266,5.005333
304.12099999972037,52.117329999999995,4.916667
304.12199999972034,53.91732999999999,4.95
304.1229999997203,46.941329999999994,4.872
304.1239999997203,48.111999999999995,4.806
304.1249999997203,48.696,4.883333
304.12599999972025,52.47733,4.872
304.1269999997202,51.575990000000004,4.894667
304.1279999997202,48.471999999999994,4.85
304.1289999997202,49.28266,4.839333
304.12999999972016,48.02133,4.816667
304.13099999972013,48.471999999999994,4.894667
304.1319999997201,51.487989999999996,4.95
304.1329999997201,50.94666,4.839333
304.13399999972006,52.20799,4.95
304.13499999972004,50.81333,4.816667
304.13599999972,49.10133,4.894667
304.13699999972,53.872,4.927333
304.13799999971997,53.512,4.872
304.13899999971994,49.056,4.872
304.1399999997199,50.49599,4.960667
304.1409999997199,53.151990000000005,4.95
304.14199999971987,51.26133,4.916667
304.14299999971985,55.26666,4.861333
304.1439999997198,48.157329999999995,4.894667
304.1449999997198,47.976,4.750667
304.1459999997198,53.10667,4.95
304.14699999971975,52.38667,4.894667
304.14799999971973,45.32266,4.872
304.1489999997197,49.013329999999996,4.916667
304.1499999997197,54.27733,4.872
304.15099999971966,57.06666,4.982666
304.15199999971964,50.541329999999995,4.938667
304.1529999997196,53.872,4.894667
304.1539999997196,51.12799,4.894667
304.15499999971956,54.008,4.95
304.15599999971954,53.826660000000004,4.916667
304.1569999997195,53.602669999999996,4.916667
304.1579999997195,53.46667,4.95
304.15899999971947,48.157329999999995,4.872
304.15999999971945,51.487989999999996,4.861333
304.1609999997194,52.655989999999996,4.927333
304.1619999997194,53.016,4.861333
304.1629999997194,48.74133,4.861333
304.16399999971935,47.797329999999995,4.85
304.1649999997193,50.04799,4.784
304.1659999997193,53.91732999999999,4.916667
304.1669999997193,56.16799999999999,4.861333
304.16799999971926,50.362660000000005,4.861333
304.16899999971923,48.248,4.794667
304.1699999997192,44.016,4.861333
304.1709999997192,53.06132999999999,4.916667
304.17199999971916,59.00265999999999,5.005333
304.17299999971914,55.44799999999999,4.960667
304.1739999997191,54.096,4.916667
304.1749999997191,51.037330000000004,4.883333
304.17599999971907,48.248,4.927333
304.17699999971904,49.64266,4.894667
304.177999999719,54.456,4.927333
304.178999999719,50.271989999999995,4.95
304.179999999719,52.07199,4.806
304.18099999971895,48.42666,4.816667
304.1819999997189,49.013329999999996,4.894667
304.1829999997189,50.58666,4.85
304.1839999997189,53.42133,4.905334
304.18499999971885,50.13598999999999,4.828
304.18599999971883,51.893330000000006,4.894667
304.1869999997188,45.368,4.762
304.1879999997188,51.17332999999999,4.85
304.18899999971876,47.93333,4.894667
304.18999999971874,56.25599999999999,4.828
304.1909999997187,50.271989999999995,4.960667
304.1919999997187,54.32266,4.894667
304.19299999971867,50.00266,4.872
304.19399999971864,50.271989999999995,4.894667
304.1949999997186,45.728,4.794667
304.1959999997186,55.26666,4.927333
304.19699999971857,51.802659999999996,4.938667
304.19799999971855,51.487989999999996,4.861333
304.1989999997185,50.362660000000005,4.828
304.1999999997185,52.79199,4.872
304.2009999997185,54.50133,4.927333
304.20199999971845,54.861329999999995,4.972
304.20299999971843,50.00266,4.806
304.2039999997184,54.727999999999994,4.927333
304.2049999997184,53.016,4.938667
304.20599999971836,54.186659999999996,4.905334
304.20699999971833,50.58666,4.905334
304.2079999997183,57.51733,4.916667
304.2089999997183,52.746669999999995,4.916667
304.20999999971826,47.168,4.927333
304.21099999971824,48.92266,4.762
304.2119999997182,54.008,4.982666
304.2129999997182,52.79199,4.85
304.21399999971817,52.25333,4.85
304.21499999971815,51.26133,4.85
304.2159999997181,47.70666,4.816667
304.2169999997181,50.362660000000005,4.839333
304.2179999997181,52.83733,4.894667
304.21899999971805,52.026669999999996,4.828
304.219999999718,49.687999999999995,4.784
304.220999999718,51.893330000000006,4.883333
304.221999999718,53.242670000000004,4.839333
304.22299999971796,50.04799,4.85
304.22399999971793,48.42666,4.872
304.2249999997179,54.008,4.916667
304.2259999997179,49.506660000000004,4.806
304.22699999971786,53.242670000000004,4.982666
304.22799999971784,50.40799,4.839333
304.2289999997178,50.362660000000005,4.927333
304.2299999997178,47.66133,4.839333
304.23099999971777,51.893330000000006,4.972
304.23199999971774,54.41333,4.927333
304.2329999997177,51.893330000000006,4.960667
304.2339999997177,55.13333,4.95
304.2349999997177,50.22666,4.861333
304.23599999971765,53.016,4.883333
304.2369999997176,50.04799,4.883333
304.2379999997176,54.32266,4.894667
304.2389999997176,50.271989999999995,4.927333
304.23999999971755,47.66133,4.861333
304.24099999971753,47.66133,4.894667
304.2419999997175,53.826660000000004,4.839333
304.2429999997175,46.088,4.816667
304.24399999971746,52.25333,4.95
304.24499999971744,47.888,4.816667
304.2459999997174,48.78666,4.927333
304.2469999997174,50.18133,4.883333
304.24799999971736,54.41333,4.872
304.24899999971734,53.06132999999999,4.972
304.2499999997173,57.336,4.916667
304.2509999997173,52.47733,4.960667
304.25199999971727,51.893330000000006,4.861333
304.25299999971725,49.10133,4.762
304.2539999997172,49.506660000000004,4.95
304.2549999997172,47.93333,4.894667
304.2559999997172,46.85333,4.806
304.25699999971715,52.117329999999995,4.839333
304.25799999971713,54.59199999999999,4.972
304.2589999997171,47.93333,4.894667
304.2599999997171,49.86666,4.916667
304.26099999971706,54.008,4.982666
304.26199999971703,52.97333,4.927333
304.262999999717,51.802659999999996,4.905334
304.263999999717,56.25599999999999,5.005333
304.26499999971696,49.056,4.95
304.26599999971694,54.952,4.916667
304.2669999997169,55.896,4.982666
304.2679999997169,53.602669999999996,4.905334
304.26899999971687,48.92266,4.861333
304.26999999971684,51.21599,4.927333
304.2709999997168,51.12799,4.938667
304.2719999997168,53.242670000000004,4.85
304.2729999997168,53.96267,4.872
304.27399999971675,50.58666,4.839333
304.2749999997167,47.70666,4.816667
304.2759999997167,48.517329999999994,4.861333
304.2769999997167,55.04266,4.95
304.27799999971666,55.49332999999999,4.927333
304.27899999971663,51.93599,4.905334
304.2799999997166,51.487989999999996,4.916667
304.2809999997166,51.66667,4.762
304.28199999971656,53.91732999999999,4.816667
304.28299999971654,58.14665999999999,4.982666
304.2839999997165,52.47733,4.861333
304.2849999997165,57.967999999999996,5.027333
304.28599999971647,49.056,4.872
304.28699999971644,53.512,4.872
304.2879999997164,55.71733,4.994
304.2889999997164,46.76266,4.861333
304.2899999997164,50.58666,4.927333
304.29099999971635,49.056,4.872
304.2919999997163,54.59199999999999,4.927333
304.2929999997163,51.082660000000004,4.883333
304.2939999997163,57.831999999999994,5.027333
304.29499999971625,52.83733,4.95
304.29599999971623,52.47733,4.828
304.2969999997162,53.96267,4.972
304.2979999997162,49.506660000000004,4.816667
304.29899999971616,50.40799,4.95
304.29999999971614,44.96266,4.772666
304.3009999997161,55.85333,4.938667
304.3019999997161,50.63199,4.872
304.30299999971606,51.93599,4.894667
304.30399999971604,50.362660000000005,4.916667
304.304999999716,44.512,4.806
304.305999999716,52.34133,4.894667
304.30699999971597,52.38667,4.861333
304.30799999971595,57.42666,4.927333
304.3089999997159,50.317330000000005,4.916667
304.3099999997159,46.04266,4.872
304.3109999997159,47.797329999999995,4.794667
304.31199999971585,51.082660000000004,4.927333
304.3129999997158,56.34666,4.927333
304.3139999997158,55.22133,4.972
304.3149999997158,47.66133,4.872
304.31599999971576,45.906659999999995,4.839333
304.31699999971573,57.02133,4.916667
304.3179999997157,49.28266,4.839333
304.3189999997157,53.55733,4.828
304.31999999971566,52.16267,4.905334
304.32099999971564,46.357330000000005,4.828
304.3219999997156,47.70666,4.839333
304.3229999997156,49.28266,4.772666
304.32399999971557,54.053329999999995,4.894667
304.32499999971554,48.92266,4.806
304.3259999997155,50.67733,4.894667
304.3269999997155,51.12799,4.905334
304.3279999997155,53.96267,4.916667
304.32899999971545,53.016,4.916667
